,index,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
0,1.2944998670772498,-1.2001769302423673,0.7538056330733964,-0.7669323894448079,-0.8564738607106702,-1.0502180844951383,-1.008542368372357,-1.0419478413638406,5.846463440449094
1,1.211343707980652,-1.1452777226162887,0.7912399791988517,0.6592561890723732,0.2238172297416903,0.3421991249336651,0.5389452802369822,0.38873795547335305,-0.4489243286600737
2,1.4857423013778763,-1.5495355242265065,1.3106415316895543,0.5800234902658631,-0.6043152350635197,-0.6597767723917914,-0.6774964424205555,-0.6039299071872359,-0.21837080141949325
3,1.2536747104986383,-1.1452777226162887,0.828674325324307,-0.925397787057828,0.48776744579680104,0.11404968352387808,0.574569644971953,0.15547396685859322,1.5320289786467234
4,-0.008391502913108329,0.8610387742640506,-0.8137576109300773,-0.29153619660574753,-0.4968303532678819,-0.6668329406828157,-0.5358678704254279,-0.6168890176658337,0.7004813969154887
5,0.03577997797522537,0.9309104930608785,-0.9634949954319016,-2.113888269155479,-0.05147105401338226,0.052896225001667116,-0.314301699512805,0.023291039976895987,0.4010087018144293
6,1.550493676771002,-0.5912948092985848,0.9409773637006761,-0.29153619660574753,0.2587384782575727,0.33514295664264077,0.7744136422656912,0.36022791242043795,-0.9621935277185637
7,-0.26154093694359654,0.6065060843613191,-0.8511919570555325,0.5800234902658631,-0.7077184124871714,-0.8291248113763756,-0.7869761974597339,-0.8138674969405199,1.0013723980624574
8,-1.6932657928582613,-1.339920367836023,1.0111667626859056,-0.6876996906382978,-0.12267411916914238,0.5632923980524278,0.20094825872713776,0.4535335078663419,-1.143736701594947
9,0.753399226195162,1.230360716475851,-1.3846313893432818,0.5800234902658631,-1.1870919148415564,-1.2360305161587792,-1.1901397398262321,-1.2389263206385266,-1.029326680558268
10,-1.140954965538604,0.5466160396783217,-0.6406237600998408,0.421558092652843,-0.6405970517033975,-0.7468028479810916,-0.6305765474037648,-0.7231537235903355,0.5579153743748332
11,0.21029079072724072,0.7811853813533852,-0.8792677166496257,-0.2123034977992375,-0.2278913874247879,0.1352181883969511,0.5302564107894283,0.2176776971558625,-0.8258260278970676
12,-1.3333686133476332,-0.057275244208541895,0.5479167293833891,-1.0838631846708482,0.11270416628206464,-0.1023394774008684,0.17922608510825316,-3.535888457999457e-05,0.327361847134253
13,-1.4232174210636757,-1.3698653901775146,1.0673182818740918,0.02539459862029268,-0.15396718602103696,-0.33048891881065545,-0.04407785969388054,-0.12185099738339901,0.6033011678439292
14,-1.6191447093979134,-1.2850211602099444,0.9737324165604503,0.18385999623331278,-0.46599080912398577,-0.3939944334298745,-0.5984277304478156,-0.3162376545623655,-0.5045534435718475
